1892	10	133373354	133362485	hsa00071
1962	3	185254049	185190624	hsa00071
217	12	111766933	111817532	hsa00071
2180	4	184826594	184755595	hsa00071
2181	2	222861036	222944639	hsa00071
2182	X	109733257	109641335	hsa00071
219	9	38392702	38398661	hsa00071
223	1	165698562	165662216	hsa00071
224	17	19648136	19677596	hsa00071
23205	15	78234565	78167468	hsa00071
23305	5	132012213	131949973	hsa00071
2639	19	12891129	12899999	hsa00071
30	3	38137127	38122715	hsa00071
3030	2	26244632	26190635	hsa00071
3032	2	26244939	26290465	hsa00071
3033	4	107989889	108035171	hsa00071
33	2	210225447	210187923	hsa00071
34	1	75724709	75763679	hsa00071
35	12	120725826	120740008	hsa00071
36	10	123009006	123058290	hsa00071
37	17	7217125	7225266	hsa00071
38	11	108116705	108147603	hsa00071
39	6	159762045	159779112	hsa00071
501	5	126595219	126541841	hsa00071
51	17	75979166	75941507	hsa00071
51703	10	112374116	112428376	hsa00071
81616	19	6135633	6193091	hsa00071
8310	4	8440723	8355305	hsa00071
1056	9	133061981	133071861	hsa00100
10682	X	48521808	48528716	hsa00100
120227	11	14892443	14877440	hsa00100
1591	20	54173986	54143538	hsa00100
1594	12	57767078	57762334	hsa00100
1595	7	92134803	92112153	hsa00100
1717	11	71449043	71427287	hsa00100
1718	1	54887195	54849627	hsa00100
2222	8	11795582	11839298	hsa00100
3930	1	225428821	225401502	hsa00100
3988	10	89251775	89213572	hsa00100
4047	21	46228774	46188446	hsa00100
50814	X	152831063	152869729	hsa00100
51478	1	162790702	162812823	hsa00100
6307	4	165327669	165343164	hsa00100
6309	11	121292771	121313410	hsa00100
6646	1	179293797	179358680	hsa00100
6713	8	124998505	125022283	hsa00100
7108	11	65111872	65116230	hsa00100
8435	12	53103486	53124535	hsa00100
10005	20	45857392	45841721	hsa00120
10858	14	99684298	99727301	hsa00120
10998	19	58511992	58498333	hsa00120
1109	10	5196837	5218949	hsa00120
1581	8	58500163	58490178	hsa00120
1582	3	42875879	42872192	hsa00120
1593	2	218782147	218815293	hsa00120
23600	5	34008050	33986165	hsa00120
3295	5	119452497	119542332	hsa00120
51302	6	46652818	46549580	hsa00120
570	9	101385006	101360417	hsa00120
6342	1	52927276	53051698	hsa00120
6718	7	138076459	138118305	hsa00120
80270	16	30985207	30989147	hsa00120
8309	3	58537190	58505136	hsa00120
9023	10	89207317	89205629	hsa00120
9420	8	64798737	64586575	hsa00120
10229	16	19067614	19083097	hsa00130
154807	7	65865772	65959558	hsa00130
1728	16	69726560	69709401	hsa00130
2677	2	85561493	85544720	hsa00130
27235	4	83285134	83263824	hsa00130
3242	12	121888611	121839527	hsa00130
51004	14	73949918	73963670	hsa00130
51117	9	128322839	128334072	hsa00130
51805	6	99394195	99369401	hsa00130
6898	16	71577092	71565660	hsa00130
79001	16	31094797	31090854	hsa00130
84274	12	120529158	120503279	hsa00130
100861540	7	99735196	99684677	hsa00140
10720	4	69224984	69199951	hsa00140
10941	4	69653247	69588417	hsa00140
1109	10	5196837	5218949	hsa00140
1312	22	19941772	19969975	hsa00140
1543	15	74725528	74719542	hsa00140
1544	15	74748845	74756607	hsa00140
1545	2	38076151	38067509	hsa00140
1551	7	99735196	99705036	hsa00140
1571	10	133527363	133539123	hsa00140
1576	7	99784184	99756967	hsa00140
1577	7	99679996	99648194	hsa00140
1581	8	58500163	58490178	hsa00140
1583	15	74367646	74337762	hsa00140
1584	8	142879825	142872357	hsa00140
1585	8	142917843	142910559	hsa00140
1586	10	102837413	102830531	hsa00140
1588	15	51338596	51208057	hsa00140
1589	6	32038415	32041644	hsa00140
1645	10	4963415	4983283	hsa00140
1646	10	5018000	4987775	hsa00140
220074	11	72080850	72110782	hsa00140
3283	1	119507203	119515058	hsa00140
3284	1	119414931	119423034	hsa00140
3290	1	209686179	209734929	hsa00140
3291	16	67429801	67437553	hsa00140
3292	17	42552923	42555214	hsa00140
3293	9	96302176	96235306	hsa00140
3294	16	82035253	82098534	hsa00140
340811	10	5185150	5115813	hsa00140
374875	19	5681027	5688522	hsa00140
412	X	7147290	7354641	hsa00140
51144	11	43556721	43856615	hsa00140
51170	4	87391188	87336515	hsa00140
51478	1	162790702	162812823	hsa00140
54490	4	69280475	69295050	hsa00140
54575	2	233636448	233773300	hsa00140
54576	2	233617633	233773300	hsa00140
54577	2	233681901	233773300	hsa00140
54578	2	233691702	233773300	hsa00140
54579	2	233712907	233773300	hsa00140
54600	2	233671898	233773300	hsa00140
54657	2	233718736	233773300	hsa00140
54658	2	233760270	233773300	hsa00140
54659	2	233729042	233773300	hsa00140
574537	4	69639642	69588417	hsa00140
6715	5	6633440	6674386	hsa00140
6716	2	31663009	31522480	hsa00140
6718	7	138076459	138118305	hsa00140
6783	4	69860145	69821122	hsa00140
6820	19	48552172	48599427	hsa00140
7363	4	69526014	69480165	hsa00140
7364	4	69051375	69112987	hsa00140
7365	4	68815994	68832023	hsa00140
7366	4	68670652	68646597	hsa00140
7367	4	68576322	68537173	hsa00140
79154	17	36591879	36600804	hsa00140
7923	6	33204655	33206831	hsa00140
79644	4	55346242	55373100	hsa00140
79799	4	68951804	68928463	hsa00140
8630	12	56763324	56787790	hsa00140
8644	10	5048781	5107686	hsa00140
9420	8	64798737	64586575	hsa00140
100532726	11	78079862	78015715	hsa00190
10063	3	119677406	119663975	hsa00190
101927180	12	48084454	48087173	hsa00190
10312	11	68039025	68053762	hsa00190
10476	17	75046969	75038863	hsa00190
10632	11	118401606	118409847	hsa00190
107984365	11	57870594	57870323	hsa00190
10975	19	1605462	1597169	hsa00190
124901481	6	108908026	108907609	hsa00190
125965	19	55354719	55349704	hsa00190
126328	19	5903790	5891229	hsa00190
127124	1	198540945	198523222	hsa00190
1327	16	85799695	85807068	hsa00190
1329	2	97646062	97648383	hsa00190
1337	12	120438113	120440730	hsa00190
1339	16	31428360	31427731	hsa00190
1340	19	35648323	35658782	hsa00190
1345	8	99893707	99877865	hsa00190
1346	19	36152447	36150922	hsa00190
1347	6	75250298	75237675	hsa00190
1349	X	77899468	77907376	hsa00190
1350	5	86617941	86620962	hsa00190
1351	11	63974620	63976543	hsa00190
1352	17	14069504	14208677	hsa00190
1353	17	54968785	54951902	hsa00190
1355	10	99732127	99694293	hsa00190
1537	8	144095076	144097525	hsa00190
155066	7	149872964	149880713	hsa00190
170712	4	46909245	46734827	hsa00190
23545	12	123712353	123761755	hsa00190
245972	8	86098910	86154225	hsa00190
245973	2	10720943	10785110	hsa00190
267020	22	42640601	42639803	hsa00190
27068	4	105474070	105369077	hsa00190
27089	5	132866642	132868847	hsa00190
29796	22	29767369	29770413	hsa00190
341947	14	93347182	93348356	hsa00190
374291	19	1383907	1395584	hsa00190
440567	1	15807649	15807374	hsa00190
4508	MT	8527	9207	hsa00190
4509	MT	8366	8572	hsa00190
4512	MT	5904	7445	hsa00190
4513	MT	7586	8269	hsa00190
4514	MT	9207	9990	hsa00190
4519	MT	14747	15887	hsa00190
4535	MT	3307	4262	hsa00190
4536	MT	4470	5511	hsa00190
4537	MT	10059	10404	hsa00190
4538	MT	10760	12137	hsa00190
4539	MT	10470	10766	hsa00190
4540	MT	12337	14148	hsa00190
4541	MT	14673	14149	hsa00190
4694	X	119871832	119876662	hsa00190
4695	5	140647630	140645285	hsa00190
4696	19	54102855	54107568	hsa00190
4697	7	10940153	10931943	hsa00190
4698	7	123601651	123536997	hsa00190
4700	22	42090772	42085526	hsa00190
4701	19	8321375	8308595	hsa00190
4702	9	122159779	122132466	hsa00190
4704	12	4649114	4694317	hsa00190
4705	2	240025342	239892442	hsa00190
4706	16	23596316	23581014	hsa00190
4707	14	92121706	92116123	hsa00190
4708	7	140696708	140706643	hsa00190
4709	2	201072001	201085750	hsa00190
4710	3	120596336	120602507	hsa00190
4711	3	179604794	179627647	hsa00190
4712	9	32573159	32553001	hsa00190
4713	19	14572066	14566078	hsa00190
4714	10	100529923	100523729	hsa00190
4715	8	124539123	124549979	hsa00190
4716	16	1959538	1961975	hsa00190
4717	4	139302551	139289917	hsa00190
4718	11	78079862	78068297	hsa00190
4719	2	206159444	206114817	hsa00190
4720	1	161197417	161214395	hsa00190
4722	11	47579074	47584562	hsa00190
4723	11	67606936	67612554	hsa00190
4724	5	53560639	53683338	hsa00190
4725	1	39026350	39034615	hsa00190
4726	5	1801407	1816048	hsa00190
4728	11	68030681	68036644	hsa00190
4729	18	9102699	9134341	hsa00190
4731	21	42893309	42913299	hsa00190
479	13	24680408	24712472	hsa00190
495	19	35563658	35550031	hsa00190
496	13	113658198	113648804	hsa00190
498	18	46104227	46080248	hsa00190
506	12	56645984	56638175	hsa00190
50617	7	138798196	138706294	hsa00190
509	10	7788177	7807801	hsa00190
51079	19	19516225	19528198	hsa00190
513	19	1241751	1244825	hsa00190
51382	14	67359804	67337872	hsa00190
514	20	59032335	59025475	hsa00190
515	1	111449464	111462773	hsa00190
516	17	48892787	48895871	hsa00190
51606	8	53843245	53715543	hsa00190
517	12	53681423	53665170	hsa00190
518	2	175181710	175176258	hsa00190
521	4	674276	672436	hsa00190
522	21	25735653	25724500	hsa00190
523	3	113747035	113812056	hsa00190
525	2	70935900	70965431	hsa00190
526	8	20197381	20221696	hsa00190
527	16	2513726	2520218	hsa00190
528	8	103021083	103073051	hsa00190
529	22	17628822	17592136	hsa00190
533	1	43974960	43978295	hsa00190
534	6	31546742	31544444	hsa00190
535	17	42458878	42522579	hsa00190
537	X	154428677	154436516	hsa00190
539	21	33915804	33903453	hsa00190
54205	7	25125260	25118656	hsa00190
54539	X	47145491	47142216	hsa00190
5464	10	70233429	70202835	hsa00190
55967	12	95003697	94971333	hsa00190
56901	12	57240762	57234903	hsa00190
6389	5	218320	268746	hsa00190
6390	1	17054032	17018722	hsa00190
6391	1	161314381	161363206	hsa00190
6392	11	112086873	112095794	hsa00190
64077	10	124461823	124614141	hsa00190
7381	8	96235545	96222947	hsa00190
7384	3	48609646	48599002	hsa00190
7385	16	21953361	21983660	hsa00190
7386	19	29213151	29205320	hsa00190
7388	1	46303698	46316776	hsa00190
84701	20	31637912	31645006	hsa00190
8992	5	172983771	173035445	hsa00190
90423	2	46542577	46511847	hsa00190
9114	16	67481157	67438019	hsa00190
9167	2	42368957	42335559	hsa00190
9296	7	128862856	128865847	hsa00190
9377	15	74938073	74919791	hsa00190
9550	9	114587769	114598879	hsa00190
9551	7	99466167	99458195	hsa00190
100526760	3	51975064	51989197	hsa00220
1373	2	210477685	210679107	hsa00220
137362	8	37940124	37934281	hsa00220
162417	17	44004622	44009068	hsa00220
27165	12	56488161	56470952	hsa00220
2744	2	190880821	190965552	hsa00220
2746	10	87094843	87050202	hsa00220
2747	X	121047610	121050094	hsa00220
2752	1	182391790	182378098	hsa00220
2805	10	99430624	99396870	hsa00220
2806	16	58734316	58707131	hsa00220
2875	8	144503068	144507172	hsa00220
383	6	131573226	131584329	hsa00220
384	14	67619920	67651708	hsa00220
435	7	66075819	66093576	hsa00220
445	9	130444707	130501274	hsa00220
4842	12	117361626	117208142	hsa00220
4843	17	27800529	27756766	hsa00220
4846	7	150991017	151014588	hsa00220
5009	X	38327684	38422928	hsa00220
790	2	27217369	27243943	hsa00220
84706	16	46884362	46931289	hsa00220
95	3	51983535	51989197	hsa00220
100	20	44651699	44619522	hsa00230
100526794	2	18589569	18554723	hsa00230
10201	3	48301367	48288402	hsa00230
102157402	5	69369824	69350984	hsa00230
10606	4	56410507	56464578	hsa00230
107	7	45574140	45723116	hsa00230
108	5	7396138	7830081	hsa00230
10846	6	165988052	165327289	hsa00230
109	2	24920237	24819169	hsa00230
111	3	123449090	123282296	hsa00230
11164	10	12195891	12165330	hsa00230
112	12	48789974	48766194	hsa00230
113	16	50244699	50318135	hsa00230
114	8	131040909	130780301	hsa00230
115	16	4116442	3953387	hsa00230
122481	14	96392128	96489427	hsa00230
122622	14	104724229	104747325	hsa00230
124583	17	79009764	78991716	hsa00230
131870	3	131381671	131388830	hsa00230
132	10	74151221	74709290	hsa00230
144811	13	43879178	43893932	hsa00230
158	22	40346500	40387527	hsa00230
158067	9	132879046	132725578	hsa00230
159	1	244452060	244408494	hsa00230
1633	4	70993649	71030914	hsa00230
1716	2	73926880	73958946	hsa00230
196883	14	24335071	24318359	hsa00230
203	9	127879621	127866480	hsa00230
204	1	33036883	33007940	hsa00230
205	1	65147552	65232145	hsa00230
221264	6	109691202	109492855	hsa00230
221823	7	18027846	18026770	hsa00230
2272	3	61251452	59747277	hsa00230
22875	6	46129989	46146688	hsa00230
22978	10	103193272	103088017	hsa00230
2618	21	33542893	33503931	hsa00230
26289	1	77282019	77559966	hsa00230
270	1	114695546	114673098	hsa00230
271	1	109619837	109632055	hsa00230
27115	6	135851701	136195574	hsa00230
272	11	10450388	10507579	hsa00230
2766	6	16238587	16295549	hsa00230
284958	2	112718876	112742879	hsa00230
2977	11	107018476	106674019	hsa00230
2982	4	155666848	155737059	hsa00230
2983	4	155759021	155807811	hsa00230
2984	12	14696599	14612632	hsa00230
2986	X	109482086	109372906	hsa00230
2987	1	228140084	228148955	hsa00230
29922	1	169367797	169132531	hsa00230
3000	17	8002615	8020342	hsa00230
30833	17	75131742	75130228	hsa00230
318	9	34329569	34343699	hsa00230
3251	X	134460165	134500668	hsa00230
353	16	88811928	88809339	hsa00230
3614	7	128409982	128392277	hsa00230
3615	3	49029398	49024325	hsa00230
3704	20	3204065	3227449	hsa00230
374659	15	90932569	90929968	hsa00230
377841	9	137441357	137434364	hsa00230
471	2	215312059	215368592	hsa00230
4830	17	51153559	51162168	hsa00230
4831	17	51165536	51171744	hsa00230
4832	16	1771543	1770320	hsa00230
4833	16	396729	400754	hsa00230
4860	14	20469406	20477089	hsa00230
4881	1	153678688	153693992	hsa00230
4882	9	35791591	35809731	hsa00230
4907	6	85450083	85495784	hsa00230
50484	8	102238961	102204501	hsa00230
50808	9	4742043	4709556	hsa00230
50940	2	178108339	177623244	hsa00230
51020	6	125301967	125275350	hsa00230
51292	14	24232622	24239242	hsa00230
5136	2	182716797	182140041	hsa00230
5137	7	32428224	31616777	hsa00230
5138	11	72674422	72576141	hsa00230
5139	12	20368537	20688583	hsa00230
5140	11	14643804	14899321	hsa00230
5141	19	10416773	10469631	hsa00230
5142	1	65792510	66374579	hsa00230
5143	19	18255362	18207965	hsa00230
5144	5	60522128	58969038	hsa00230
5145	5	149944793	149857953	hsa00230
5146	10	93612537	93666010	hsa00230
5147	2	231781282	231732433	hsa00230
5148	17	81663127	81650459	hsa00230
5149	12	14973042	14981865	hsa00230
5150	8	65842064	65714334	hsa00230
5151	15	84980467	85139142	hsa00230
5152	21	42653621	42775509	hsa00230
5153	12	54549601	54579239	hsa00230
5158	4	625573	670782	hsa00230
5167	6	131808020	131895155	hsa00230
5169	6	131637302	131747410	hsa00230
51816	22	17221848	17178790	hsa00230
5198	17	8247608	8270486	hsa00230
5236	1	63593411	63660245	hsa00230
53343	4	87422573	87459455	hsa00230
5471	4	56435615	56393362	hsa00230
55276	4	37826686	37862937	hsa00230
55811	1	167914134	167809386	hsa00230
55821	2	3645819	3702671	hsa00230
5631	X	107628510	107651026	hsa00230
5634	X	12791412	12824222	hsa00230
56953	17	17303373	17347663	hsa00230
56985	17	10697594	10711558	hsa00230
58497	1	151008449	151035713	hsa00230
6240	11	4094685	4138932	hsa00230
6241	2	10122568	10211010	hsa00230
646625	13	27988693	27977717	hsa00230
654364	17	51153559	51171744	hsa00230
7498	2	31414742	31334321	hsa00230
84284	1	232950611	232983882	hsa00230
84618	1	39672107	39651229	hsa00230
8622	5	77086715	77428256	hsa00230
8654	4	119628804	119494403	hsa00230
8833	3	155869430	155944020	hsa00230
9060	10	87659878	87747705	hsa00230
9061	4	107720234	107613666	hsa00230
93034	2	18589569	18562871	hsa00230
